Sentence #,Word,POS,Tag
Sentence: 2,circulating,VBG,O
Sentence: 2,IgE,NNP,O
Sentence: 2,concentrations,NNS,O
Sentence: 2,in,IN,O
Sentence: 2,volunteers,NNS,O
Sentence: 2,with,IN,O
Sentence: 2,known,VBN,O
Sentence: 2,ALLERGY,NNP,CC
Sentence: 2,while,IN,O
Sentence: 2,IgE,NNP,O
Sentence: 2,concentrations,NNS,O
Sentence: 2,in,IN,O
Sentence: 2,NON,NNP,EE
Sentence: 2,ALLERGY,NNP,EE
Sentence: 2,sufferers,NNS,O
Sentence: 2,did,VBD,O
Sentence: 2,not,RB,O
Sentence: 2,change,NN,O
Sentence: 2,.,.,O
Sentence: 3,SALMETEROL,NNP,EE
Sentence: 3,prevented,VBD,O
Sentence: 3,EXERCISE,NNP,CC
Sentence: 3,INDUCED,NNP,CC
Sentence: 3,ASTHMA,NNP,CC
Sentence: 3,in,IN,O
Sentence: 3,all,DT,O
Sentence: 3,13,CD,O
Sentence: 3,children,NNS,O
Sentence: 3,studied,VBN,O
Sentence: 3,",",",",O
Sentence: 3,at,IN,O
Sentence: 3,1,CD,O
Sentence: 3,",",",",O
Sentence: 3,5,CD,O
Sentence: 3,",",",",O
Sentence: 3,and,CC,O
Sentence: 3,9,CD,O
Sentence: 3,hours,NNS,O
Sentence: 3,.,.,O
Sentence: 4,The,DT,O
Sentence: 4,patients,NNS,O
Sentence: 4,showed,VBD,O
Sentence: 4,the,DT,O
Sentence: 4,characteristic,JJ,O
Sentence: 4,facies,NNS,O
Sentence: 4,of,IN,O
Sentence: 4,the,DT,O
Sentence: 4,CORNELIA,NNP,EE
Sentence: 4,DE,NNP,EE
Sentence: 4,LANGE,NNP,EE
Sentence: 4,SYNDROME,NNP,EE
Sentence: 4,with,IN,O
Sentence: 4,SYNOPHRYS,NNP,CC
Sentence: 4,long,RB,O
Sentence: 4,curly,RB,O
Sentence: 4,eyelashes,NNS,O
Sentence: 4,and,CC,O
Sentence: 4,small,JJ,O
Sentence: 4,upturned,JJ,O
Sentence: 4,nose,NN,O
Sentence: 4,",",",",O
Sentence: 4,and,CC,O
Sentence: 4,physical,JJ,O
Sentence: 4,features,NNS,O
Sentence: 4,",",",",O
Sentence: 4,including,VBG,O
Sentence: 4,generalized,JJ,O
Sentence: 4,hirsutism,NN,O
Sentence: 4,",",",",O
Sentence: 4,monodactyly,NN,O
Sentence: 4,",",",",O
Sentence: 4,syndactyly,NN,O
Sentence: 4,and,CC,O
Sentence: 4,clinodactyly,NN,O
Sentence: 4,.,.,O
Sentence: 5,Dyskinesias,NNP,CC
Sentence: 5,occur,VBP,CC
Sentence: 5,in,IN,O
Sentence: 5,the,DT,O
Sentence: 5,majority,NN,O
Sentence: 5,of,IN,O
Sentence: 5,patients,NNS,O
Sentence: 5,with,IN,O
Sentence: 5,PARKINSON,NNP,O
Sentence: 5,'S,POS,O
Sentence: 5,DISEASE,NNP,O
Sentence: 5,chronically,RB,O
Sentence: 5,treated,VBD,RR
Sentence: 5,with,IN,O
Sentence: 5,L,NNP,EE
Sentence: 5,DOPA,NNP,EE
Sentence: 5,and,CC,O
Sentence: 5,also,RB,O
Sentence: 5,occur,VBP,O
Sentence: 5,in,IN,O
Sentence: 5,several,JJ,O
Sentence: 5,nonhuman,JJ,O
Sentence: 5,primate,NN,O
Sentence: 5,species,NNS,O
Sentence: 5,after,IN,O
Sentence: 5,1,CD,O
Sentence: 5,methyl,VBD,O
Sentence: 5,4phenyl,CD,O
Sentence: 5,"1,2,3,6",CD,O
Sentence: 5,tetrahydropyridine,NN,O
Sentence: 5,(,(,O
Sentence: 5,MPTP,NNP,O
Sentence: 5,),),O
Sentence: 5,and,CC,O
Sentence: 5,L,NNP,O
Sentence: 5,DOPA,NNP,O
Sentence: 5,treatment,NN,RR
Sentence: 5,.,.,O
Sentence: 6,ENDOTOXEMIA,NNP,EE
Sentence: 6,was,VBD,O
Sentence: 6,evoked,VBN,O
Sentence: 6,by,IN,O
Sentence: 6,bolus,JJ,O
Sentence: 6,injection,NN,O
Sentence: 6,of,IN,O
Sentence: 6,ESCHERICHIA,NNP,CC
Sentence: 6,COLI,NNP,CC
Sentence: 6,ENDOTOXIN,NNP,CC
Sentence: 6,(,(,O
Sentence: 6,2,CD,O
Sentence: 6,ng/kg,RB,O
Sentence: 6,body,NN,O
Sentence: 6,weight,NN,O
Sentence: 6,),),O
Sentence: 6,in,IN,O
Sentence: 6,six,CD,O
Sentence: 6,healthy,JJ,O
Sentence: 6,subjects,NNS,O
Sentence: 6,to,TO,O
Sentence: 6,investigate,VB,O
Sentence: 6,the,DT,O
Sentence: 6,early,JJ,O
Sentence: 6,kinetics,NNS,O
Sentence: 6,of,IN,O
Sentence: 6,cytokine,NN,O
Sentence: 6,release,NN,O
Sentence: 6,in,IN,O
Sentence: 6,relation,NN,O
Sentence: 6,to,TO,O
Sentence: 6,the,DT,O
Sentence: 6,development,NN,O
Sentence: 6,of,IN,O
Sentence: 6,clinical,JJ,O
Sentence: 6,and,CC,O
Sentence: 6,hematologic,JJ,O
Sentence: 6,abnormalities,NNS,O
Sentence: 6,frequently,RB,O
Sentence: 6,seen,VBN,O
Sentence: 6,in,IN,O
Sentence: 6,gram,JJ,O
Sentence: 6,negative,JJ,O
Sentence: 6,septicemia,NN,O
Sentence: 6,.,.,O
Sentence: 7,It,PRP,O
Sentence: 7,is,VBZ,O
Sentence: 7,said,VBD,O
Sentence: 7,that,IN,O
Sentence: 7,the,DT,O
Sentence: 7,JOINTS,NNP,CC
Sentence: 7,of,IN,O
Sentence: 7,the,DT,O
Sentence: 7,affected,JJ,O
Sentence: 7,limb,NN,O
Sentence: 7,by,IN,O
Sentence: 7,poliomyelitis,NN,O
Sentence: 7,are,VBP,O
Sentence: 7,protected,VBN,O
Sentence: 7,from,IN,O
Sentence: 7,the,DT,O
Sentence: 7,development,NN,O
Sentence: 7,of,IN,O
Sentence: 7,OSTEOARTHRITIS,NNP,EE
Sentence: 8,During,IN,O
Sentence: 8,ERGONOVINE,NNP,EE
Sentence: 8,test,VBP,O
Sentence: 8,a,DT,O
Sentence: 8,patient,NN,O
Sentence: 8,with,IN,O
Sentence: 8,PRINZMETAL,NNP,CC
Sentence: 8,ANGINA,NNP,CC
Sentence: 8,presented,VBD,O
Sentence: 8,(,(,O
Sentence: 8,in,IN,O
Sentence: 8,I,PRP,O
Sentence: 8,",",",",O
Sentence: 8,aVL,RB,O
Sentence: 8,",",",",O
Sentence: 8,V3,NNP,O
Sentence: 8,V6,NNP,O
Sentence: 8,),),O
Sentence: 8,ST,NNP,O
Sentence: 8,downsloping,VBG,O
Sentence: 8,which,WDT,O
Sentence: 8,",",",",O
Sentence: 8,after,IN,O
Sentence: 8,a,DT,O
Sentence: 8,temporary,JJ,O
Sentence: 8,phase,NN,O
Sentence: 8,of,IN,O
Sentence: 8,alternative,JJ,O
Sentence: 8,normalization,NN,O
Sentence: 8,(,(,O
Sentence: 8,AST,NNP,O
Sentence: 8,),),O
Sentence: 8,beat,NN,O
Sentence: 8,to,TO,O
Sentence: 8,beat,VB,O
Sentence: 8,in,IN,O
Sentence: 8,V5,NNP,O
Sentence: 8,",",",",O
Sentence: 8,progressed,VBD,O
Sentence: 8,to,TO,O
Sentence: 8,ST,NNP,O
Sentence: 8,upsloping,VBG,O
Sentence: 8,with,IN,O
Sentence: 8,typical,JJ,O
Sentence: 8,angina,NN,O
Sentence: 8,.,.,O
Sentence: 9,A,DT,O
Sentence: 9,possible,JJ,O
Sentence: 9,role,NN,O
Sentence: 9,of,IN,O
Sentence: 9,LEU,NNP,O
Sentence: 9,in,IN,O
Sentence: 9,sensomotor,NN,O
Sentence: 9,cortex,NN,O
Sentence: 9,is,VBZ,O
Sentence: 9,limitation,NN,O
Sentence: 9,of,IN,O
Sentence: 9,intensity,NN,O
Sentence: 9,and,CC,O
Sentence: 9,duration,NN,O
Sentence: 9,of,IN,O
Sentence: 9,SEIZURES,NNP,CC
Sentence: 9,and,CC,O
Sentence: 9,prevention,NN,O
Sentence: 9,of,IN,O
Sentence: 9,STATUS,NNP,EE
Sentence: 9,EPILEPTICUS,NNP,EE
Sentence: 10,It,PRP,O
Sentence: 10,is,VBZ,O
Sentence: 10,said,VBD,O
Sentence: 10,that,IN,O
Sentence: 10,the,DT,O
Sentence: 10,JOINTS,NNP,CC
Sentence: 10,of,IN,O
Sentence: 10,the,DT,O
Sentence: 10,affected,JJ,O
Sentence: 10,limb,NN,O
Sentence: 10,by,IN,O
Sentence: 10,poliomyelitis,NN,O
Sentence: 10,are,VBP,O
Sentence: 10,protected,VBN,O
Sentence: 10,from,IN,O
Sentence: 10,the,DT,O
Sentence: 10,development,NN,O
Sentence: 10,of,IN,O
Sentence: 10,OSTEOARTHRITIS,NNP,EE
Sentence: 11,Diclofenac,NNP,O
Sentence: 11,sodium,NN,O
Sentence: 11,was,VBD,O
Sentence: 11,found,VBN,O
Sentence: 11,to,TO,O
Sentence: 11,be,VB,O
Sentence: 11,as,RB,O
Sentence: 11,effective,JJ,O
Sentence: 11,as,IN,O
Sentence: 11,PREDNISOLONE,NNP,EE
Sentence: 11,ACETATE,NNP,EE
Sentence: 11,for,IN,O
Sentence: 11,control,NN,O
Sentence: 11,of,IN,O
Sentence: 11,POSTOPERATIVE,NNP,CC
Sentence: 11,INFLAMMATION,NNP,CC
Sentence: 11,and,CC,O
Sentence: 11,as,RB,O
Sentence: 11,effective,JJ,O
Sentence: 11,as,IN,O
Sentence: 11,flurbiprofen,NN,O
Sentence: 11,for,IN,O
Sentence: 11,inhibition,NN,O
Sentence: 11,of,IN,O
Sentence: 11,intraoperative,JJ,O
Sentence: 11,miosis,NN,O
Sentence: 11,.,.,O
Sentence: 12,This,DT,O
Sentence: 12,case,NN,O
Sentence: 12,demonstrates,VBZ,O
Sentence: 12,a,DT,O
Sentence: 12,typical,JJ,O
Sentence: 12,presentation,NN,O
Sentence: 12,of,IN,O
Sentence: 12,pheochromocytoma,NN,O
Sentence: 12,and,CC,O
Sentence: 12,the,DT,O
Sentence: 12,need,NN,O
Sentence: 12,to,TO,O
Sentence: 12,consider,VB,O
Sentence: 12,PHEOCHROMOCYTOMA,NNP,EE
Sentence: 12,early,RB,O
Sentence: 12,in,IN,O
Sentence: 12,the,DT,O
Sentence: 12,differential,JJ,O
Sentence: 12,diagnosis,NN,O
Sentence: 12,of,IN,O
Sentence: 12,hypertensive,JJ,O
Sentence: 12,emergency,NN,O
Sentence: 12,or,CC,O
Sentence: 12,difficult,JJ,O
Sentence: 12,to,TO,O
Sentence: 12,control,VB,O
Sentence: 12,HYPERTENSION,NNP,CC
Sentence: 13,Therefore,RB,O
Sentence: 13,",",",",O
Sentence: 13,although,IN,O
Sentence: 13,serum,JJ,O
Sentence: 13,P,NNP,O
Sentence: 13,III,NNP,O
Sentence: 13,P,NNP,O
Sentence: 13,can,MD,O
Sentence: 13,be,VB,O
Sentence: 13,a,DT,O
Sentence: 13,useful,JJ,O
Sentence: 13,marker,NN,O
Sentence: 13,in,IN,O
Sentence: 13,HEPATOCELLULAR,NNP,EE
Sentence: 13,CARCINOMA,NNP,EE
Sentence: 13,it,PRP,O
Sentence: 13,may,MD,O
Sentence: 13,possibly,RB,O
Sentence: 13,be,VB,O
Sentence: 13,difficult,JJ,O
Sentence: 13,to,TO,O
Sentence: 13,discriminate,VB,O
Sentence: 13,it,PRP,O
Sentence: 13,from,IN,O
Sentence: 13,benign,JJ,O
Sentence: 13,diseases,NNS,O
Sentence: 13,involving,VBG,O
Sentence: 13,the,DT,O
Sentence: 13,LIVER,NNP,CC
Sentence: 13,and,CC,O
Sentence: 13,biliary,JJ,O
Sentence: 13,tract,NN,O
Sentence: 13,.,.,O
Sentence: 14,A,DT,O
Sentence: 14,chest,NN,O
Sentence: 14,x,NN,O
Sentence: 14,ray,NN,O
Sentence: 14,showing,VBG,O
Sentence: 14,a,DT,O
Sentence: 14,large,JJ,O
Sentence: 14,tumor,NN,O
Sentence: 14,like,IN,O
Sentence: 14,opacity,NN,O
Sentence: 14,in,IN,O
Sentence: 14,the,DT,O
Sentence: 14,left,NN,O
Sentence: 14,lower,JJR,O
Sentence: 14,lobe,NN,O
Sentence: 14,and,CC,O
Sentence: 14,endoscopy,NN,O
Sentence: 14,visualizing,VBG,O
Sentence: 14,a,DT,O
Sentence: 14,budding,NN,O
Sentence: 14,mass,NN,O
Sentence: 14,suggested,VBD,O
Sentence: 14,a,DT,O
Sentence: 14,diagnosis,NN,O
Sentence: 14,of,IN,O
Sentence: 14,BRONCHIAL,NNP,EE
Sentence: 14,CARCINOMA,NNP,EE
Sentence: 14,in,IN,O
Sentence: 14,a,DT,O
Sentence: 14,55,CD,O
Sentence: 14,year,NN,O
Sentence: 14,old,JJ,O
Sentence: 14,",",",",O
Sentence: 14,tobacco,NN,O
Sentence: 14,smoking,NN,O
Sentence: 14,Cambodian,NN,O
Sentence: 14,who,WP,O
Sentence: 14,consulted,VBD,O
Sentence: 14,for,IN,O
Sentence: 14,HEMOPTYSIS,NNP,CC
Sentence: 14,and,CC,O
Sentence: 14,altered,VBD,O
Sentence: 14,general,JJ,O
Sentence: 14,status,NN,O
Sentence: 14,.,.,O
Sentence: 15,Maximum,NNP,O
Sentence: 15,velocity,NN,O
Sentence: 15,and,CC,O
Sentence: 15,amplitude,NN,O
Sentence: 15,of,IN,O
Sentence: 15,repetitive,NN,O
Sentence: 15,(,(,O
Sentence: 15,1,CD,O
Sentence: 15,per,IN,O
Sentence: 15,second,NN,O
Sentence: 15,),),O
Sentence: 15,30,CD,O
Sentence: 15,degrees,NNS,O
Sentence: 15,saccadic,JJ,O
Sentence: 15,eye,NN,O
Sentence: 15,movements,NNS,O
Sentence: 15,were,VBD,O
Sentence: 15,quantitatively,RB,O
Sentence: 15,assessed,VBN,O
Sentence: 15,for,IN,O
Sentence: 15,4,CD,O
Sentence: 15,minutes,NNS,O
Sentence: 15,before,IN,O
Sentence: 15,and,CC,O
Sentence: 15,after,IN,O
Sentence: 15,INTRAVENOUS,NNP,EE
Sentence: 15,EDROPHONIUM,NNP,EE
Sentence: 15,CHLORIDE,NNP,EE
Sentence: 15,as,IN,O
Sentence: 15,a,DT,O
Sentence: 15,diagnostic,JJ,O
Sentence: 15,test,NN,O
Sentence: 15,for,IN,O
Sentence: 15,MYASTHENIA,NNP,CC
Sentence: 15,GRAVIS,NNP,CC
Sentence: 16,Patients,NNS,O
Sentence: 16,with,IN,O
Sentence: 16,otitis,JJ,O
Sentence: 16,media,NNS,O
Sentence: 16,received,VBD,O
Sentence: 16,approximately,RB,O
Sentence: 16,40,CD,O
Sentence: 16,mg/kg/day,NN,O
Sentence: 16,of,IN,O
Sentence: 16,cefaclor,NN,O
Sentence: 16,or,CC,O
Sentence: 16,amoxicillin,NN,O
Sentence: 16,trihydrate,NN,O
Sentence: 16,for,IN,O
Sentence: 16,ten,JJ,O
Sentence: 16,days,NNS,O
Sentence: 16,to,TO,O
Sentence: 16,three,CD,O
Sentence: 16,weeks,NNS,O
Sentence: 16,;,:,O
Sentence: 16,patients,NNS,O
Sentence: 16,with,IN,O
Sentence: 16,PHARYNGITIS,NNP,CC
Sentence: 16,received,VBD,O
Sentence: 16,20,CD,O
Sentence: 16,mg/kg/day,NN,O
Sentence: 16,of,IN,O
Sentence: 16,CEFACLOR,NNP,EE
Sentence: 16,or,CC,O
Sentence: 16,penicillin,VB,O
Sentence: 16,V,NNP,O
Sentence: 16,potassium,NN,O
Sentence: 16,for,IN,O
Sentence: 16,ten,JJ,O
Sentence: 16,days,NNS,O
Sentence: 16,.,.,O
Sentence: 17,Taken,VBN,O
Sentence: 17,together,RB,O
Sentence: 17,",",",",O
Sentence: 17,these,DT,O
Sentence: 17,data,NNS,O
Sentence: 17,suggest,VBP,O
Sentence: 17,that,IN,O
Sentence: 17,African,NNP,O
Sentence: 17,green,JJ,O
Sentence: 17,monkeys,NNS,O
Sentence: 17,with,IN,O
Sentence: 17,SPONTANEOUSLY,NNP,CC
Sentence: 17,ELEVATED,NNP,CC
Sentence: 17,BP,NNP,CC
Sentence: 17,may,MD,O
Sentence: 17,be,VB,O
Sentence: 17,a,DT,O
Sentence: 17,useful,JJ,O
Sentence: 17,experimental,JJ,O
Sentence: 17,model,NN,O
Sentence: 17,for,IN,O
Sentence: 17,particular,JJ,O
Sentence: 17,types,NNS,O
Sentence: 17,of,IN,O
Sentence: 17,human,JJ,O
Sentence: 17,HYPERTENSION,NNP,EE
Sentence: 18,The,DT,O
Sentence: 18,objective,NN,O
Sentence: 18,of,IN,O
Sentence: 18,this,DT,O
Sentence: 18,study,NN,O
Sentence: 18,is,VBZ,O
Sentence: 18,to,TO,O
Sentence: 18,perform,VB,O
Sentence: 18,a,DT,O
Sentence: 18,cost,NN,O
Sentence: 18,effective,JJ,O
Sentence: 18,analysis,NN,O
Sentence: 18,of,IN,O
Sentence: 18,86,CD,O
Sentence: 18,patients,NNS,O
Sentence: 18,with,IN,O
Sentence: 18,RHEUMATOID,NNP,CC
Sentence: 18,ARTHRITIS,NNP,CC
Sentence: 18,in,IN,O
Sentence: 18,therapy,NN,O
Sentence: 18,with,IN,O
Sentence: 18,ADALIMUMAB,NNP,EE
Sentence: 18,40,CD,O
Sentence: 18,mg,NN,O
Sentence: 18,every,DT,O
Sentence: 18,other,JJ,O
Sentence: 18,week,NN,O
Sentence: 18,and,CC,O
Sentence: 18,etanercept,$,O
Sentence: 18,50,CD,O
Sentence: 18,mg/week,NN,O
Sentence: 18,for,IN,O
Sentence: 18,two,CD,O
Sentence: 18,years,NNS,O
Sentence: 18,in,IN,O
Sentence: 18,a,DT,O
Sentence: 18,population,NN,O
Sentence: 18,of,IN,O
Sentence: 18,patients,NNS,O
Sentence: 18,observed,VBN,O
Sentence: 18,in,IN,O
Sentence: 18,clinical,JJ,O
Sentence: 18,practice,NN,O
Sentence: 18,.,.,O
Sentence: 19,AZATHIOPRINE,NNP,EE
Sentence: 19,is,VBZ,O
Sentence: 19,an,DT,O
Sentence: 19,immunosuppressive,JJ,O
Sentence: 19,drug,NN,O
Sentence: 19,that,WDT,O
Sentence: 19,is,VBZ,O
Sentence: 19,used,VBN,O
Sentence: 19,to,TO,O
Sentence: 19,treat,VB,RR
Sentence: 19,RHEUMATOID,NNP,CC
Sentence: 19,ARTHRITIS,NNP,CC
Sentence: 20,The,DT,O
Sentence: 20,therapeutic,JJ,O
Sentence: 20,results,NNS,O
Sentence: 20,of,IN,O
Sentence: 20,Lp,NNP,O
Sentence: 20,TAE,NNP,O
Sentence: 20,(,(,O
Sentence: 20,transcatheter,JJ,O
Sentence: 20,arterial,JJ,O
Sentence: 20,embolization,NN,O
Sentence: 20,in,IN,O
Sentence: 20,the,DT,O
Sentence: 20,presence,NN,O
Sentence: 20,or,CC,O
Sentence: 20,absence,NN,O
Sentence: 20,of,IN,O
Sentence: 20,Gelfoam,NNP,O
Sentence: 20,particles,NNS,O
Sentence: 20,preceded,VBN,O
Sentence: 20,by,IN,O
Sentence: 20,the,DT,O
Sentence: 20,infusion,NN,O
Sentence: 20,of,IN,O
Sentence: 20,a,DT,O
Sentence: 20,mixture,NN,O
Sentence: 20,of,IN,O
Sentence: 20,lipiodol,NN,O
Sentence: 20,and,CC,O
Sentence: 20,an,DT,O
Sentence: 20,anticancer,JJ,O
Sentence: 20,drug,NN,O
Sentence: 20,via,IN,O
Sentence: 20,the,DT,O
Sentence: 20,proper,JJ,O
Sentence: 20,hepatic,JJ,O
Sentence: 20,artery,NN,O
Sentence: 20,),),O
Sentence: 20,or,CC,O
Sentence: 20,DSM,NNP,O
Sentence: 20,TAE,NNP,O
Sentence: 20,(,(,O
Sentence: 20,transcatheter,JJ,O
Sentence: 20,arterial,JJ,O
Sentence: 20,embolization,NN,O
Sentence: 20,with,IN,O
Sentence: 20,degradable,JJ,O
Sentence: 20,starch,NN,O
Sentence: 20,microspheres,NNS,O
Sentence: 20,and,CC,O
Sentence: 20,the,DT,O
Sentence: 20,arterial,JJ,O
Sentence: 20,injection,NN,O
Sentence: 20,of,IN,O
Sentence: 20,anticancer,NN,O
Sentence: 20,drugs,NNS,O
Sentence: 20,via,IN,O
Sentence: 20,the,DT,O
Sentence: 20,hepatic,JJ,O
Sentence: 20,artery,NN,O
Sentence: 20,),),O
Sentence: 20,combined,VBN,O
Sentence: 20,with,IN,O
Sentence: 20,HYPERTHERMIA,NNP,CC
Sentence: 20,were,VBD,O
Sentence: 20,evaluated,VBN,O
Sentence: 20,in,IN,O
Sentence: 20,30,CD,O
Sentence: 20,patients,NNS,O
Sentence: 20,with,IN,O
Sentence: 20,HEPATOCELLULAR,NNP,EE
Sentence: 20,CARCINOMA,NNP,EE
Sentence: 20,(,(,O
Sentence: 20,HCC,NNP,O
Sentence: 20,),),O
Sentence: 20,",",",",O
Sentence: 20,5,CD,O
Sentence: 20,subjects,NNS,O
Sentence: 20,with,IN,O
Sentence: 20,hepatic,JJ,O
Sentence: 20,cholangiocarcinoma,NN,O
Sentence: 20,",",",",O
Sentence: 20,and,CC,O
Sentence: 20,22,CD,O
Sentence: 20,patients,NNS,O
Sentence: 20,with,IN,O
Sentence: 20,metastatic,JJ,O
Sentence: 20,liver,NN,O
Sentence: 20,carcinoma,NN,O
Sentence: 20,.,.,O
Sentence: 21,Thus,RB,O
Sentence: 21,",",",",O
Sentence: 21,the,DT,O
Sentence: 21,present,JJ,O
Sentence: 21,data,NNS,O
Sentence: 21,support,NN,O
Sentence: 21,the,DT,O
Sentence: 21,hypothesis,NN,O
Sentence: 21,that,IN,O
Sentence: 21,the,DT,O
Sentence: 21,therapeutic,JJ,O
Sentence: 21,effects,NNS,O
Sentence: 21,of,IN,O
Sentence: 21,CLOZAPINE,NNP,EE
Sentence: 21,in,IN,O
Sentence: 21,this,DT,O
Sentence: 21,primate,NN,O
Sentence: 21,model,NN,O
Sentence: 21,and,CC,O
Sentence: 21,perhaps,RB,O
Sentence: 21,in,IN,O
Sentence: 21,SCHIZOPHRENIA,NNP,CC
Sentence: 21,may,MD,O
Sentence: 21,be,VB,O
Sentence: 21,related,VBN,O
Sentence: 21,at,IN,O
Sentence: 21,least,JJS,O
Sentence: 21,in,IN,O
Sentence: 21,part,NN,O
Sentence: 21,to,TO,O
Sentence: 21,the,DT,O
Sentence: 21,restoration,NN,O
Sentence: 21,of,IN,O
Sentence: 21,DA,NNP,O
Sentence: 21,tone,NN,O
Sentence: 21,in,IN,O
Sentence: 21,the,DT,O
Sentence: 21,prefrontal,JJ,O
Sentence: 21,cortex,NN,O
Sentence: 21,.,.,O
Sentence: 22,Maintenance,NN,O
Sentence: 22,of,IN,O
Sentence: 22,airway,NN,O
Sentence: 22,",",",",O
Sentence: 22,breathing,NN,O
Sentence: 22,",",",",O
Sentence: 22,and,CC,O
Sentence: 22,circulation,NN,O
Sentence: 22,;,:,O
Sentence: 22,fluids,NNS,O
Sentence: 22,and,CC,O
Sentence: 22,vasopressors,NNS,O
Sentence: 22,for,IN,O
Sentence: 22,hypotension,NN,O
Sentence: 22,;,:,O
Sentence: 22,multiple,CC,O
Sentence: 22,dose,VB,O
Sentence: 22,activated,JJ,O
Sentence: 22,charcoal,NN,O
Sentence: 22,;,:,O
Sentence: 22,calcium,NN,O
Sentence: 22,chloride,NN,O
Sentence: 22,or,CC,O
Sentence: 22,calcium,NN,O
Sentence: 22,gluconate,NN,O
Sentence: 22,for,IN,O
Sentence: 22,hypotension,NN,O
Sentence: 22,and,CC,O
Sentence: 22,bradydysrhythmias,NN,O
Sentence: 22,",",",",O
Sentence: 22,ATROPINE,NNP,EE
Sentence: 22,or,CC,O
Sentence: 22,isoproterenol,NN,O
Sentence: 22,for,IN,O
Sentence: 22,BRADYCARDIA,NNP,CC
Sentence: 23,The,DT,O
Sentence: 23,incidence,NN,O
Sentence: 23,of,IN,O
Sentence: 23,SYMPTOMATIC,NNP,CC
Sentence: 23,URINARY,NNP,CC
Sentence: 23,TRACT,NNP,CC
Sentence: 23,INFECTION,NNP,CC
Sentence: 23,also,RB,O
Sentence: 23,decreased,VBD,O
Sentence: 23,during,IN,O
Sentence: 23,treatment,NN,RR
Sentence: 23,with,IN,O
Sentence: 23,METHENAMINE,NNP,EE
Sentence: 23,HIPPURATE,NNP,EE
Sentence: 24,trial,NN,O
Sentence: 24,Lancet,NNP,O
Sentence: 24,Acupuncture,NNP,O
Sentence: 24,in,IN,O
Sentence: 24,patients,NNS,O
Sentence: 24,with,IN,O
Sentence: 24,osteoarthritis,NN,O
Sentence: 24,of,IN,O
Sentence: 24,the,DT,O
Sentence: 24,knee,NN,O
Sentence: 24,:,:,O
Sentence: 24,a,DT,O
Sentence: 24,randomised,JJ,O
Sentence: 24,trial,NN,O
Sentence: 24,New,NNP,O
Sentence: 24,England,NNP,O
